Experiment Results - 20250802_132554
==================================================
n_online_list: [200]
n_runs: 1000
alpha: 0.4
M: 1000
==================================================

Per-t selection conditional statistics (mean/std across simulations):
    Method |    t |  Count | CovMean |  CovStd | LenMedian |  LenStd | InfFracMean |  InfFracStd |  CalMean |   CalStd
     Upper |  147 |    240 |   0.646 |   0.478 |   1.651 |   0.279 |       0.000 |       0.000 |  292.944 |   81.934
     Upper |  148 |    239 |   0.607 |   0.488 |   1.704 |   0.277 |       0.000 |       0.000 |  301.356 |   83.564
     Upper |  149 |    239 |   0.678 |   0.467 |   1.676 |   0.269 |       0.000 |       0.000 |  281.868 |   88.957
     Upper |  150 |    225 |   0.644 |   0.479 |   1.702 |   0.260 |       0.000 |       0.000 |  292.027 |   86.362
     Upper |  151 |    235 |   0.664 |   0.472 |   1.701 |   0.293 |       0.000 |       0.000 |  291.557 |   86.538
     Upper |  152 |    249 |   0.627 |   0.484 |   1.638 |   0.260 |       0.000 |       0.000 |  302.317 |   81.130
     Upper |  153 |    240 |   0.671 |   0.470 |   1.673 |   0.264 |       0.000 |       0.000 |  302.410 |   81.454
     Upper |  154 |    238 |   0.613 |   0.487 |   1.660 |   0.310 |       0.000 |       0.000 |  306.693 |   81.450
     Upper |  155 |    236 |   0.708 |   0.455 |   1.672 |   0.273 |       0.000 |       0.000 |  297.949 |   87.881
     Upper |  156 |    235 |   0.664 |   0.472 |   1.675 |   0.276 |       0.000 |       0.000 |  297.543 |   87.712
     Upper |  157 |    276 |   0.670 |   0.470 |   1.677 |   0.253 |       0.000 |       0.000 |  299.701 |   84.244
     Upper |  158 |    254 |   0.638 |   0.481 |   1.685 |   0.256 |       0.000 |       0.000 |  298.419 |   80.587
     Upper |  159 |    255 |   0.588 |   0.492 |   1.698 |   0.296 |       0.000 |       0.000 |  296.129 |   84.234
     Upper |  160 |    256 |   0.641 |   0.480 |   1.660 |   0.251 |       0.000 |       0.000 |  296.598 |   81.618
     Upper |  161 |    233 |   0.652 |   0.476 |   1.659 |   0.261 |       0.000 |       0.000 |  296.856 |   83.062
     Upper |  162 |    272 |   0.676 |   0.468 |   1.661 |   0.266 |       0.000 |       0.000 |  287.068 |   87.119
     Upper |  163 |    239 |   0.640 |   0.480 |   1.676 |   0.250 |       0.000 |       0.000 |  308.914 |   80.098
     Upper |  164 |    245 |   0.673 |   0.469 |   1.691 |   0.276 |       0.000 |       0.000 |  292.357 |   83.638
     Upper |  165 |    254 |   0.681 |   0.466 |   1.662 |   0.266 |       0.000 |       0.000 |  295.323 |   81.301
     Upper |  166 |    242 |   0.674 |   0.469 |   1.686 |   0.258 |       0.000 |       0.000 |  291.415 |   84.509
     Upper |  167 |    235 |   0.664 |   0.472 |   1.689 |   0.291 |       0.000 |       0.000 |  301.111 |   85.561
     Upper |  168 |    238 |   0.639 |   0.480 |   1.647 |   0.254 |       0.000 |       0.000 |  295.586 |   84.585
     Upper |  169 |    253 |   0.628 |   0.483 |   1.643 |   0.255 |       0.000 |       0.000 |  292.990 |   86.994
     Upper |  170 |    264 |   0.701 |   0.458 |   1.670 |   0.261 |       0.000 |       0.000 |  289.294 |   80.239
     Upper |  171 |    253 |   0.684 |   0.465 |   1.651 |   0.344 |       0.000 |       0.000 |  293.119 |   86.577
     Upper |  172 |    228 |   0.658 |   0.474 |   1.654 |   0.268 |       0.000 |       0.000 |  291.132 |   86.526
     Upper |  173 |    254 |   0.610 |   0.488 |   1.662 |   0.276 |       0.000 |       0.000 |  282.972 |   87.062
     Upper |  174 |    271 |   0.705 |   0.456 |   1.675 |   0.266 |       0.000 |       0.000 |  294.797 |   81.177
     Upper |  175 |    235 |   0.591 |   0.492 |   1.665 |   0.261 |       0.000 |       0.000 |  296.591 |   86.357
     Upper |  176 |    247 |   0.652 |   0.476 |   1.669 |   0.235 |       0.000 |       0.000 |  299.221 |   82.615
     Upper |  177 |    231 |   0.658 |   0.474 |   1.677 |   0.244 |       0.000 |       0.000 |  307.920 |   76.607
     Upper |  178 |    248 |   0.661 |   0.473 |   1.683 |   0.261 |       0.000 |       0.000 |  296.891 |   82.020
     Upper |  179 |    271 |   0.631 |   0.483 |   1.680 |   0.243 |       0.000 |       0.000 |  293.232 |   82.751
     Upper |  180 |    241 |   0.639 |   0.480 |   1.670 |   0.252 |       0.000 |       0.000 |  288.741 |   86.490
     Upper |  181 |    248 |   0.633 |   0.482 |   1.642 |   0.289 |       0.000 |       0.000 |  296.444 |   81.852
     Upper |  182 |    237 |   0.667 |   0.471 |   1.670 |   0.259 |       0.000 |       0.000 |  295.357 |   79.912
     Upper |  183 |    245 |   0.620 |   0.485 |   1.669 |   0.259 |       0.000 |       0.000 |  293.849 |   78.956
     Upper |  184 |    257 |   0.700 |   0.458 |   1.675 |   0.266 |       0.000 |       0.000 |  290.169 |   79.106
     Upper |  185 |    226 |   0.673 |   0.469 |   1.677 |   0.265 |       0.000 |       0.000 |  287.998 |   82.444
     Upper |  186 |    253 |   0.625 |   0.484 |   1.662 |   0.276 |       0.000 |       0.000 |  288.945 |   92.118
     Upper |  187 |    232 |   0.634 |   0.482 |   1.653 |   0.267 |       0.000 |       0.000 |  294.364 |   81.573
     Upper |  188 |    235 |   0.591 |   0.492 |   1.662 |   0.263 |       0.000 |       0.000 |  294.491 |   84.212
     Upper |  189 |    245 |   0.620 |   0.485 |   1.654 |   0.254 |       0.000 |       0.000 |  288.598 |   86.978
     Upper |  190 |    260 |   0.623 |   0.485 |   1.683 |     nan |       0.004 |       0.062 |  279.406 |   85.553
     Upper |  191 |    228 |   0.596 |   0.491 |   1.668 |   0.251 |       0.000 |       0.000 |  287.232 |   85.146
     Upper |  192 |    243 |   0.638 |   0.481 |   1.662 |   0.282 |       0.000 |       0.000 |  287.109 |   80.586
     Upper |  193 |    247 |   0.700 |   0.458 |   1.684 |   0.250 |       0.000 |       0.000 |  284.387 |   86.249
     Upper |  194 |    260 |   0.673 |   0.469 |   1.685 |   0.245 |       0.000 |       0.000 |  289.185 |   80.011
     Upper |  195 |    239 |   0.640 |   0.480 |   1.650 |   0.285 |       0.000 |       0.000 |  293.785 |   81.441
     Upper |  196 |    253 |   0.577 |   0.494 |   1.678 |   0.251 |       0.000 |       0.000 |  286.553 |   78.740
     Upper |  197 |    236 |   0.657 |   0.475 |   1.664 |   0.255 |       0.000 |       0.000 |  295.739 |   78.697
     Upper |  198 |    226 |   0.619 |   0.486 |   1.627 |   0.260 |       0.000 |       0.000 |  292.593 |   84.511
     Upper |  199 |    252 |   0.627 |   0.484 |   1.650 |   0.253 |       0.000 |       0.000 |  288.619 |   79.569
 Randomize |    0 |   1000 |   1.000 |   0.000 |     inf |     nan |       1.000 |       0.000 |    0.000 |    0.000
 Randomize |    1 |    684 |   0.923 |   0.267 |     inf |     nan |       0.974 |       0.160 |    1.468 |    0.884
